# id:9--4517.1-9
0,-509.84590083474
1,-541.11882439196
2,-581.82610086543
3,-386.69944201278
4,-435.97720057568
5,-555.27650863541
6,-498.42236642502
7,-407.63102760688
8,-549.42614191491
9,-447.8458730805
10,-411.65441058094
11,-528.12884479321
12,-468.80530287689
13,-515.06493010459
14,-437.7190020127
15,-454.46039121672
16,-397.10668175348
17,-426.97551025368
18,-491.26969278224
19,-598.68895955339
20,-558.86498587578
21,-519.93776697553
22,-510.81335352481
23,-440.92391379047
24,-373.23938732017
25,-478.79403873678
26,-486.15805478284
27,-363.65841364303
28,-650.7467912544
29,-400.5888210158
30,-474.22255107775
31,-525.19788980128
32,-324.2638528762
33,-451.11954639759
34,-567.60039749671
35,-515.18667654727
36,-493.30019671161
37,-513.72339506097
38,-472.85728329417
39,-506.45568903869
40,-490.93202320021
41,-485.49870069263
42,-451.29506400335
43,-525.28422627773
44,-509.91100198341
45,-513.23530818079
46,-478.43751879642
47,-534.45709609643
48,-414.69847451961
49,-496.62076672875
50,-522.2056747577
51,-472.32511574724
52,-432.01591509609
53,-475.29040125438
54,-432.21774958172
55,-337.11720613906
56,-479.50766576424
57,-532.68859185228
58,-410.67302555447
59,-534.65066500426
60,-428.88164148089
61,-449.66115772417
62,-566.58556232839
63,-324.78793243315
64,-537.14563333313
65,-432.13652441226
66,-464.04307396628
67,-489.14527895425
68,-391.06582102162
69,-442.99536039909
70,-341.43268974294
71,-372.03998171658
72,-421.38587361977
73,-392.96308921882
74,-358.78254572409
75,-482.24138150779
76,-438.57687455609
77,-481.23726220671
78,-308.37466385095
79,-361.62543491275
80,-365.74179838768
81,-296.43853879537
82,-492.54424354498
83,-429.96500788691
84,-360.33656005765
85,-505.56295373143
86,-482.00117472322
87,-452.99744412017
88,-391.3220212496
89,-360.96326649209
90,-421.33885714081
91,-376.64648778896
92,-447.39482569014
93,-367.91351651057
94,-475.57695967505
95,-428.12849382867
96,-412.71914012787
97,-359.70163013219
98,-435.28093183407
99,-392.68510939893
100,-350.85190819624
101,-432.66895308022
102,-380.57258182998
103,-383.18451414898
104,-491.81406817266
105,-463.70518393686
106,-484.31037119684
107,-294.97968187435
108,-431.71643558435
109,-320.41478261748
110,-377.11756404524
111,-396.4430161801
112,-463.57775719568
113,-380.93459828698
114,-344.22010389741
115,-471.04705595287
116,-316.62045012624
117,-220.80111757121
118,-413.96660662336
119,-391.40751834584
120,-368.82946740813
121,-475.39928193349
122,-410.42688706193
123,-415.76010986927
124,-383.96025856906
125,-283.76133890147
126,-351.99788125351
127,-469.73702692291
128,-330.17393570399
129,-365.33590620546
130,-337.75565701355
131,-449.23951093992
132,-387.42579902487
133,-435.37726954749
134,-393.37847968896
135,-269.71261982964
136,-477.20860067581
